X1,date_use,total_cases,new_case,avg_cases,total_deaths,new_deaths,avg_deaths
84,2020-08-26,227464,1384,1165,5544,28,31
85,2020-08-25,226080,1244,1167,5516,30,33
86,2020-08-24,224836,1531,1195,5486,25,33
87,2020-08-23,223305,497,1193,5461,29,35
88,2020-08-22,222808,887,1199,5432,37,36
89,2020-08-21,221921,1280,1228,5395,33,35
90,2020-08-20,220641,1330,1246,5362,37,36
91,2020-08-19,219311,1398,1272,5325,41,35
92,2020-08-18,217913,1445,1305,5284,29,33
93,2020-08-17,216468,1511,1336,5255,39,35
94,2020-08-16,214957,540,1412,5216,37,36
95,2020-08-15,214417,1089,1427,5179,32,36
96,2020-08-14,213328,1410,1456,5147,34,37
97,2020-08-13,211918,1511,1523,5113,31,37
98,2020-08-12,210407,1626,1574,5082,32,37
99,2020-08-11,208781,1663,1629,5050,43,38
100,2020-08-10,207118,2043,1703,5007,43,38
101,2020-08-09,205075,648,1719,4964,40,38
102,2020-08-08,204427,1288,1732,4924,35,38
103,2020-08-07,203139,1879,1781,4889,33,40
104,2020-08-06,201260,1869,1816,4856,36,40
105,2020-08-05,199391,2014,1872,4820,34,41
106,2020-08-04,197377,2180,1919,4786,47,42
107,2020-08-03,195197,2158,1975,4739,41,40
108,2020-08-02,193039,734,2038,4698,39,40
109,2020-08-01,192305,1633,2047,4659,47,40
110,2020-07-31,190672,2124,2104,4612,38,40
111,2020-07-30,188548,2263,2159,4574,41,40
112,2020-07-29,186285,2339,2208,4533,39,40
113,2020-07-28,183946,2571,2302,4494,32,41
114,2020-07-27,181375,2603,2397,4462,42,43
115,2020-07-26,178772,793,2512,4420,44,43
116,2020-07-25,177979,2033,2550,4376,46,42
117,2020-07-24,175946,2510,2596,4330,39,40
118,2020-07-23,173436,2605,2706,4291,38,40
119,2020-07-22,170831,3000,2821,4253,49,41
120,2020-07-21,167831,3232,2826,4204,46,39
121,2020-07-20,164599,3409,2847,4158,41,39
122,2020-07-19,161190,1062,2869,4117,37,41
123,2020-07-18,160128,2354,2894,4080,32,40
124,2020-07-17,157774,3281,2909,4048,36,40
125,2020-07-16,154493,3406,2910,4012,43,41
126,2020-07-15,151087,3038,2901,3969,37,39
127,2020-07-14,148049,3381,2950,3932,48,39
128,2020-07-13,144668,3558,2962,3884,55,37
129,2020-07-12,141110,1238,2841,3829,30,34
130,2020-07-11,139872,2464,2833,3799,33,35
131,2020-07-10,137408,3283,2610,3766,40,35
132,2020-07-09,134125,3347,2357,3726,32,34
133,2020-07-08,130778,3382,2342,3694,35,35
134,2020-07-07,127396,3461,2349,3659,33,34
135,2020-07-06,123935,2711,2289,3626,35,35
136,2020-07-05,121224,1182,2323,3591,39,34
137,2020-07-04,120042,906,2312,3552,28,34
138,2020-07-03,119136,1507,2475,3524,33,34
139,2020-07-02,117629,3247,2667,3491,41,34
140,2020-07-01,114382,3427,2620,3450,29,31
141,2020-06-30,110955,3042,2510,3421,38,32
142,2020-06-29,107913,2953,2422,3383,32,30
143,2020-06-28,104960,1100,2316,3351,40,30
144,2020-06-27,103860,2049,2294,3311,24,28
145,2020-06-26,101811,2848,2215,3287,31,30
146,2020-06-25,98963,2920,2065,3256,25,31
147,2020-06-24,96043,2655,1909,3231,37,32
148,2020-06-23,93388,2430,1804,3194,21,32
149,2020-06-22,90958,2210,1722,3173,30,32
150,2020-06-21,88748,947,1693,3143,30,33
151,2020-06-20,87801,1496,1680,3113,39,33
152,2020-06-19,86305,1799,1647,3074,35,31
153,2020-06-18,84506,1827,1603,3039,29,30
154,2020-06-17,82679,1917,1544,3010,40,30
155,2020-06-16,80762,1858,1486,2970,24,28
156,2020-06-15,78904,2009,1412,2946,32,29
157,2020-06-14,76895,857,1349,2914,29,30
158,2020-06-13,76038,1259,1326,2885,28,31
159,2020-06-12,74779,1497,1301,2857,30,32
160,2020-06-11,73282,1413,1285,2827,24,33
161,2020-06-10,71869,1511,1303,2803,26,36
162,2020-06-09,70358,1341,1279,2777,36,39
163,2020-06-08,69017,1563,1287,2741,37,38
164,2020-06-07,67454,696,1236,2704,35,38
165,2020-06-06,66758,1083,1206,2669,35,37
166,2020-06-05,65675,1385,1183,2634,40,38
167,2020-06-04,64290,1544,1198,2594,45,37
168,2020-06-03,62746,1338,1158,2549,45,35
169,2020-06-02,61408,1402,1165,2504,30,35
170,2020-06-01,60006,1203,1205,2474,37,37
171,2020-05-31,58803,487,1168,2437,30,35
172,2020-05-30,58316,919,1171,2407,37,36
173,2020-05-29,57397,1491,1146,2370,33,36
174,2020-05-28,55906,1264,1071,2337,32,37
175,2020-05-27,54642,1387,1026,2305,47,37
176,2020-05-26,53255,1684,993,2258,40,34
177,2020-05-25,51571,943,890,2218,28,35
178,2020-05-24,50628,509,921,2190,38,38
179,2020-05-23,50119,742,927,2152,34,38
180,2020-05-22,49377,971,929,2118,43,40
181,2020-05-21,48406,948,965,2075,27,40
182,2020-05-20,47458,1157,1008,2048,29,41
183,2020-05-19,46301,957,978,2019,47,42
184,2020-05-18,45344,1163,998,1972,45,43
185,2020-05-17,44181,549,1001,1927,38,40
186,2020-05-16,43632,757,1006,1889,52,39
187,2020-05-15,42875,1222,998,1837,43,39
188,2020-05-14,41653,1250,967,1794,31,40
189,2020-05-13,40403,950,924,1763,41,43
190,2020-05-12,39453,1096,931,1722,48,44
191,2020-05-11,38357,1181,954,1674,28,43
192,2020-05-10,37176,589,919,1646,32,45
193,2020-05-09,36587,699,902,1614,49,47
194,2020-05-08,35888,1001,904,1565,50,47
195,2020-05-07,34887,953,892,1515,50,45
196,2020-05-06,33934,1000,887,1465,53,44
197,2020-05-05,32934,1256,886,1412,37,42
198,2020-05-04,31678,934,843,1375,44,45
199,2020-05-03,30744,474,864,1331,44,44
200,2020-05-02,30270,707,882,1287,49,43
201,2020-05-01,29563,923,910,1238,36,42
202,2020-04-30,28640,916,923,1202,45,43
203,2020-04-29,27724,993,931,1157,42,44
204,2020-04-28,26731,957,900,1115,54,45
205,2020-04-27,25774,1079,889,1061,37,43
206,2020-04-26,24695,602,869,1024,41,44
207,2020-04-25,24093,900,852,983,39,43
208,2020-04-24,23193,1014,811,944,44,43
209,2020-04-23,22179,974,785,900,51,43
210,2020-04-22,21205,776,756,849,47,44
211,2020-04-21,20429,877,766,802,40,42
212,2020-04-20,19552,938,735,762,47,43
213,2020-04-19,18614,487,698,715,36,42
214,2020-04-18,18127,613,690,679,38,42
215,2020-04-17,17514,833,671,641,39,41
216,2020-04-16,16681,765,635,602,58,40
217,2020-04-15,15916,847,608,544,35,37
218,2020-04-14,15069,662,573,509,47,37
219,2020-04-13,14407,678,579,462,42,34
220,2020-04-12,13729,435,558,420,37,31
221,2020-04-11,13294,476,581,383,30,29
222,2020-04-10,12818,582,597,353,30,27
223,2020-04-09,12236,574,627,323,35,27
224,2020-04-08,11662,606,633,288,40,25
225,2020-04-07,11056,700,634,248,25,22
226,2020-04-06,10356,536,626,223,17,21
227,2020-04-05,9820,592,638,206,23,20
228,2020-04-04,9228,591,606,183,21,19
229,2020-04-03,8637,788,578,162,26,17
230,2020-04-02,7849,618,518,136,22,14
231,2020-04-01,7231,616,483,114,19,12
232,2020-03-31,6615,642,458,95,17,10
233,2020-03-30,5973,618,407,78,11,8
234,2020-03-29,5355,370,360,67,15,8
235,2020-03-28,4985,392,343,52,8,6
236,2020-03-27,4593,373,315,44,9,5
237,2020-03-26,4220,373,297,35,4,4
238,2020-03-25,3847,438,275,31,7,4
239,2020-03-24,3409,284,239,24,3,3
240,2020-03-23,3125,291,228,21,7,3
241,2020-03-22,2834,252,218,14,4,2
242,2020-03-21,2582,193,206,10,3,1
243,2020-03-20,2389,250,199,7,3,1
244,2020-03-19,2139,217,185,4,4,1
245,2020-03-18,1922,186,176,0,0,0
246,2020-03-17,1736,207,168,0,0,0
247,2020-03-16,1529,220,153,0,0,0
248,2020-03-15,1309,168,134,0,0,0
249,2020-03-14,1141,144,116,0,0,0
250,2020-03-13,997,151,101,0,0,0
251,2020-03-12,846,157,86,0,0,0
252,2020-03-11,689,132,68,0,0,0
253,2020-03-10,557,96,52,0,0,0
254,2020-03-09,461,87,40,0,0,0
255,2020-03-08,374,46,31,0,0,0
256,2020-03-07,328,41,28,0,0,0
257,2020-03-06,287,43,NA,0,0,NA
258,2020-03-05,244,33,NA,0,0,NA
259,2020-03-04,211,19,NA,0,0,NA
260,2020-03-03,192,13,NA,0,0,NA
261,2020-03-02,179,19,NA,0,0,NA
262,2020-03-01,160,25,NA,0,0,NA
