X1,date_use,total_cases,new_case,avg_cases,total_deaths,new_deaths,avg_deaths
103,2020-08-01,192350,1634,2047,4658,47,40
104,2020-07-31,190716,2125,2104,4611,38,40
105,2020-07-30,188591,2264,2160,4573,41,40
106,2020-07-29,186327,2340,2208,4532,39,40
107,2020-07-28,183987,2571,2303,4493,32,41
108,2020-07-27,181416,2603,2398,4461,42,43
109,2020-07-26,178813,793,2514,4419,44,43
110,2020-07-25,178020,2035,2552,4375,46,42
111,2020-07-24,175985,2512,2598,4329,39,40
112,2020-07-23,173473,2605,2708,4290,38,40
113,2020-07-22,170868,3003,2823,4252,49,41
114,2020-07-21,167865,3235,2828,4203,46,39
115,2020-07-20,164630,3415,2849,4157,41,39
116,2020-07-19,161215,1062,2870,4116,37,41
117,2020-07-18,160153,2356,2895,4079,32,40
118,2020-07-17,157797,3281,2911,4047,36,40
119,2020-07-16,154516,3408,2909,4011,43,41
120,2020-07-15,151108,3039,2901,3968,37,39
121,2020-07-14,148069,3385,2950,3931,48,39
122,2020-07-13,144684,3561,2961,3883,55,37
123,2020-07-12,141123,1238,2840,3828,29,34
124,2020-07-11,139885,2466,2832,3799,33,35
125,2020-07-10,137419,3268,2609,3766,40,35
126,2020-07-09,134151,3347,2358,3726,32,34
127,2020-07-08,130804,3382,2343,3694,35,35
128,2020-07-07,127422,3463,2350,3659,33,34
129,2020-07-06,123959,2715,2290,3626,35,35
130,2020-07-05,121244,1182,2324,3591,39,34
131,2020-07-04,120062,907,2312,3552,28,34
132,2020-07-03,119155,1507,2475,3524,33,34
133,2020-07-02,117648,3247,2667,3491,41,34
134,2020-07-01,114401,3428,2620,3450,29,31
135,2020-06-30,110973,3043,2510,3421,38,32
136,2020-06-29,107930,2953,2422,3383,32,30
137,2020-06-28,104977,1099,2316,3351,40,30
138,2020-06-27,103878,2050,2295,3311,24,28
139,2020-06-26,101828,2848,2216,3287,31,30
140,2020-06-25,98980,2920,2066,3256,25,31
141,2020-06-24,96060,2656,1910,3231,37,32
142,2020-06-23,93404,2431,1804,3194,21,32
143,2020-06-22,90973,2210,1722,3173,30,32
144,2020-06-21,88763,947,1693,3143,30,33
145,2020-06-20,87816,1497,1681,3113,39,33
146,2020-06-19,86319,1799,1646,3074,35,31
147,2020-06-18,84520,1827,1603,3039,29,30
148,2020-06-17,82693,1917,1544,3010,40,30
149,2020-06-16,80776,1858,1486,2970,24,28
150,2020-06-15,78918,2009,1412,2946,32,29
151,2020-06-14,76909,857,1349,2914,29,30
152,2020-06-13,76052,1258,1326,2885,28,31
153,2020-06-12,74794,1497,1301,2857,30,32
154,2020-06-11,73297,1412,1285,2827,24,33
155,2020-06-10,71885,1512,1303,2803,26,36
156,2020-06-09,70373,1341,1279,2777,36,39
157,2020-06-08,69032,1564,1287,2741,37,38
158,2020-06-07,67468,696,1236,2704,35,38
159,2020-06-06,66772,1083,1206,2669,35,37
160,2020-06-05,65689,1384,1183,2634,40,38
161,2020-06-04,64305,1544,1198,2594,45,37
162,2020-06-03,62761,1338,1158,2549,45,35
163,2020-06-02,61423,1402,1165,2504,30,35
164,2020-06-01,60021,1204,1206,2474,37,37
165,2020-05-31,58817,486,1168,2437,30,35
166,2020-05-30,58331,920,1171,2407,37,36
167,2020-05-29,57411,1490,1146,2370,33,36
168,2020-05-28,55921,1265,1072,2337,32,38
169,2020-05-27,54656,1388,1027,2305,47,37
170,2020-05-26,53268,1687,994,2258,40,34
171,2020-05-25,51581,943,890,2218,28,35
172,2020-05-24,50638,507,922,2190,38,38
173,2020-05-23,50131,744,928,2152,35,38
174,2020-05-22,49387,973,930,2117,43,40
175,2020-05-21,48414,949,965,2074,27,40
176,2020-05-20,47465,1157,1008,2047,29,41
177,2020-05-19,46308,959,979,2018,47,42
178,2020-05-18,45349,1164,998,1971,45,43
179,2020-05-17,44185,549,1001,1926,38,40
180,2020-05-16,43636,758,1007,1888,52,39
181,2020-05-15,42878,1221,999,1836,43,39
182,2020-05-14,41657,1250,967,1793,31,40
183,2020-05-13,40407,951,925,1762,41,43
184,2020-05-12,39456,1095,932,1721,48,44
185,2020-05-11,38361,1184,956,1673,28,43
186,2020-05-10,37177,589,920,1645,32,45
187,2020-05-09,36588,700,904,1613,49,47
188,2020-05-08,35888,1003,905,1564,50,47
189,2020-05-07,34885,954,894,1514,50,45
190,2020-05-06,33931,1002,888,1464,53,44
191,2020-05-05,32929,1258,887,1411,37,42
192,2020-05-04,31671,935,844,1374,44,45
193,2020-05-03,30736,473,865,1330,44,44
194,2020-05-02,30263,707,883,1286,49,43
195,2020-05-01,29556,928,911,1237,36,42
196,2020-04-30,28628,916,923,1201,45,43
197,2020-04-29,27712,992,931,1156,42,44
198,2020-04-28,26720,959,900,1114,53,45
199,2020-04-27,25761,1078,888,1061,37,43
200,2020-04-26,24683,600,868,1024,41,44
201,2020-04-25,24083,901,852,983,39,43
202,2020-04-24,23182,1014,810,944,44,43
203,2020-04-23,22168,974,785,900,51,43
204,2020-04-22,21194,775,755,849,47,44
205,2020-04-21,20419,877,765,802,40,42
206,2020-04-20,19542,937,735,762,47,43
207,2020-04-19,18605,485,697,715,36,42
208,2020-04-18,18120,611,690,679,38,42
209,2020-04-17,17509,833,671,641,39,41
210,2020-04-16,16676,765,635,602,58,40
211,2020-04-15,15911,850,608,544,35,37
212,2020-04-14,15061,663,573,509,47,37
213,2020-04-13,14398,675,578,462,42,34
214,2020-04-12,13723,434,558,420,37,31
215,2020-04-11,13289,476,581,383,30,29
216,2020-04-10,12813,582,597,353,30,27
217,2020-04-09,12231,574,627,323,35,27
218,2020-04-08,11657,607,633,288,40,25
219,2020-04-07,11050,700,634,248,25,22
220,2020-04-06,10350,536,626,223,17,21
221,2020-04-05,9814,591,638,206,23,20
222,2020-04-04,9223,590,606,183,21,19
223,2020-04-03,8633,789,578,162,26,17
224,2020-04-02,7844,618,519,136,22,14
225,2020-04-01,7226,616,484,114,19,12
226,2020-03-31,6610,643,458,95,17,10
227,2020-03-30,5967,618,407,78,11,8
228,2020-03-29,5349,370,360,67,15,8
229,2020-03-28,4979,392,343,52,8,6
230,2020-03-27,4587,373,315,44,9,5
231,2020-03-26,4214,373,297,35,4,4
232,2020-03-25,3841,438,275,31,7,4
233,2020-03-24,3403,284,239,24,3,3
234,2020-03-23,3119,291,228,21,7,3
235,2020-03-22,2828,252,218,14,4,2
236,2020-03-21,2576,192,206,10,3,1
237,2020-03-20,2384,250,199,7,3,1
238,2020-03-19,2134,217,185,4,4,1
239,2020-03-18,1917,186,176,0,0,0
240,2020-03-17,1731,207,168,0,0,0
241,2020-03-16,1524,220,153,0,0,0
242,2020-03-15,1304,168,134,0,0,0
243,2020-03-14,1136,144,116,0,0,0
244,2020-03-13,992,151,101,0,0,0
245,2020-03-12,841,157,86,0,0,0
246,2020-03-11,684,132,68,0,0,0
247,2020-03-10,552,96,52,0,0,0
248,2020-03-09,456,87,40,0,0,0
249,2020-03-08,369,46,31,0,0,0
250,2020-03-07,323,41,28,0,0,0
251,2020-03-06,282,43,NA,0,0,NA
252,2020-03-05,239,33,NA,0,0,NA
253,2020-03-04,206,19,NA,0,0,NA
254,2020-03-03,187,13,NA,0,0,NA
255,2020-03-02,174,19,NA,0,0,NA
256,2020-03-01,155,25,NA,0,0,NA
