X1,date_use,total_cases,new_case,avg_cases,total_deaths,new_deaths,avg_deaths
48,2020-09-14,243823,1146,880,6028,18,23
49,2020-09-13,242677,305,770,6010,19,25
50,2020-09-12,242372,630,780,5991,19,25
51,2020-09-11,241742,978,754,5972,25,25
52,2020-09-10,240764,924,752,5947,25,26
53,2020-09-09,239840,1034,765,5922,28,26
54,2020-09-08,238806,1145,789,5894,29,25
55,2020-09-07,237661,375,779,5865,27,25
56,2020-09-06,237286,373,901,5838,21,25
57,2020-09-05,236913,451,907,5817,21,27
58,2020-09-04,236462,965,962,5796,30,29
59,2020-09-03,235497,1011,974,5766,24,28
60,2020-09-02,234486,1204,997,5742,23,29
61,2020-09-01,233282,1075,1023,5719,28,29
62,2020-08-31,232207,1227,1047,5691,29,30
63,2020-08-30,230980,415,1090,5662,33,29
64,2020-08-29,230565,839,1102,5629,34,28
65,2020-08-28,229726,1044,1109,5595,22,29
66,2020-08-27,228682,1177,1142,5573,31,30
67,2020-08-26,227505,1384,1164,5542,28,31
68,2020-08-25,226121,1245,1166,5514,30,33
69,2020-08-24,224876,1525,1195,5484,25,33
70,2020-08-23,223351,498,1192,5459,29,35
71,2020-08-22,222853,888,1198,5430,37,36
72,2020-08-21,221965,1279,1227,5393,32,35
73,2020-08-20,220686,1332,1247,5361,37,35
74,2020-08-19,219354,1397,1271,5324,41,35
75,2020-08-18,217957,1446,1303,5283,29,33
76,2020-08-17,216511,1507,1334,5254,39,35
77,2020-08-16,215004,540,1411,5215,36,36
78,2020-08-15,214464,1090,1426,5179,32,36
79,2020-08-14,213374,1416,1455,5147,34,37
80,2020-08-13,211958,1498,1521,5113,31,37
81,2020-08-12,210460,1625,1574,5082,32,37
82,2020-08-11,208835,1664,1629,5050,43,38
83,2020-08-10,207171,2043,1704,5007,43,38
84,2020-08-09,205128,649,1721,4964,40,38
85,2020-08-08,204479,1288,1733,4924,35,38
86,2020-08-07,203191,1878,1782,4889,33,40
87,2020-08-06,201313,1868,1818,4856,36,40
88,2020-08-05,199445,2016,1874,4820,34,41
89,2020-08-04,197429,2183,1920,4786,48,42
90,2020-08-03,195246,2162,1976,4738,41,40
91,2020-08-02,193084,734,2038,4697,39,40
92,2020-08-01,192350,1636,2047,4658,47,41
93,2020-07-31,190714,2125,2104,4611,38,41
94,2020-07-30,188589,2265,2159,4573,42,41
95,2020-07-29,186324,2338,2208,4531,39,40
96,2020-07-28,183986,2573,2303,4492,33,42
97,2020-07-27,181413,2597,2397,4459,42,43
98,2020-07-26,178816,793,2513,4417,44,43
99,2020-07-25,178023,2036,2551,4373,46,42
100,2020-07-24,175987,2512,2596,4327,39,40
101,2020-07-23,173475,2607,2706,4288,38,40
102,2020-07-22,170868,3003,2820,4250,49,41
103,2020-07-21,167865,3234,2825,4201,46,39
104,2020-07-20,164631,3405,2847,4155,41,39
105,2020-07-19,161226,1059,2870,4114,37,41
106,2020-07-18,160167,2355,2895,4077,32,40
107,2020-07-17,157812,3278,2911,4045,37,40
108,2020-07-16,154534,3408,2910,4008,43,41
109,2020-07-15,151126,3039,2901,3965,37,39
110,2020-07-14,148087,3385,2950,3928,48,39
111,2020-07-13,144702,3563,2961,3880,55,37
112,2020-07-12,141139,1239,2840,3825,29,34
113,2020-07-11,139900,2464,2832,3796,33,35
114,2020-07-10,137436,3269,2610,3763,40,35
115,2020-07-09,134167,3348,2358,3723,32,34
116,2020-07-08,130819,3383,2343,3691,35,35
117,2020-07-07,127436,3463,2350,3656,33,34
118,2020-07-06,123973,2716,2290,3623,35,35
119,2020-07-05,121257,1182,2324,3588,39,34
120,2020-07-04,120075,906,2312,3549,28,34
121,2020-07-03,119169,1507,2475,3521,33,34
122,2020-07-02,117662,3245,2667,3488,41,34
123,2020-07-01,114417,3429,2621,3447,29,31
124,2020-06-30,110988,3044,2510,3418,38,32
125,2020-06-29,107944,2952,2422,3380,32,30
126,2020-06-28,104992,1100,2317,3348,40,30
127,2020-06-27,103892,2049,2295,3308,24,28
128,2020-06-26,101843,2850,2216,3284,31,30
129,2020-06-25,98993,2920,2066,3253,25,31
130,2020-06-24,96073,2654,1910,3228,37,32
131,2020-06-23,93419,2431,1805,3191,21,32
132,2020-06-22,90988,2215,1723,3170,30,32
133,2020-06-21,88773,946,1693,3140,30,33
134,2020-06-20,87827,1497,1681,3110,39,33
135,2020-06-19,86330,1800,1647,3071,35,31
136,2020-06-18,84530,1826,1603,3036,29,30
137,2020-06-17,82704,1917,1544,3007,40,30
138,2020-06-16,80787,1859,1486,2967,24,28
139,2020-06-15,78928,2009,1412,2943,32,29
140,2020-06-14,76919,856,1348,2911,29,30
141,2020-06-13,76063,1259,1326,2882,28,31
142,2020-06-12,74804,1497,1300,2854,30,32
143,2020-06-11,73307,1411,1284,2824,24,33
144,2020-06-10,71896,1512,1303,2800,26,36
145,2020-06-09,70384,1340,1279,2774,36,39
146,2020-06-08,69044,1564,1287,2738,37,38
147,2020-06-07,67480,696,1236,2701,35,38
148,2020-06-06,66784,1083,1206,2666,35,37
149,2020-06-05,65701,1385,1183,2631,40,38
150,2020-06-04,64316,1544,1198,2591,45,37
151,2020-06-03,62772,1338,1158,2546,45,35
152,2020-06-02,61434,1402,1165,2501,30,35
153,2020-06-01,60032,1205,1206,2471,36,36
154,2020-05-31,58827,487,1168,2435,30,35
155,2020-05-30,58340,920,1171,2405,37,36
156,2020-05-29,57420,1488,1146,2368,33,36
157,2020-05-28,55932,1266,1073,2335,32,38
158,2020-05-27,54666,1389,1028,2303,47,37
159,2020-05-26,53277,1686,994,2256,40,34
160,2020-05-25,51591,943,891,2216,28,35
161,2020-05-24,50648,507,922,2188,38,38
162,2020-05-23,50141,745,928,2150,35,38
163,2020-05-22,49396,974,930,2115,43,40
164,2020-05-21,48422,949,965,2072,27,40
165,2020-05-20,47473,1156,1008,2045,29,41
166,2020-05-19,46317,960,979,2016,47,42
167,2020-05-18,45357,1164,998,1969,45,43
168,2020-05-17,44193,549,1001,1924,38,40
169,2020-05-16,43644,758,1007,1886,52,39
170,2020-05-15,42886,1221,999,1834,43,39
171,2020-05-14,41665,1250,968,1791,31,40
172,2020-05-13,40415,952,925,1760,41,42
173,2020-05-12,39463,1095,933,1719,48,44
174,2020-05-11,38368,1185,956,1671,28,43
175,2020-05-10,37183,589,921,1643,31,45
176,2020-05-09,36594,700,904,1612,49,47
177,2020-05-08,35894,1004,905,1563,50,47
178,2020-05-07,34890,953,894,1513,50,45
179,2020-05-06,33937,1003,889,1463,53,44
180,2020-05-05,32934,1261,887,1410,37,42
181,2020-05-04,31673,935,844,1373,43,45
182,2020-05-03,30738,474,865,1330,44,44
183,2020-05-02,30264,706,882,1286,49,43
184,2020-05-01,29558,926,910,1237,36,42
185,2020-04-30,28632,916,923,1201,45,43
186,2020-04-29,27716,994,931,1156,42,44
187,2020-04-28,26722,958,900,1114,54,45
188,2020-04-27,25764,1078,889,1060,37,43
189,2020-04-26,24686,599,869,1023,41,44
190,2020-04-25,24087,901,853,982,39,43
191,2020-04-24,23186,1014,811,943,44,43
192,2020-04-23,22172,975,785,899,51,43
193,2020-04-22,21197,777,755,848,47,44
194,2020-04-21,20420,877,766,801,40,42
195,2020-04-20,19543,939,735,761,47,43
196,2020-04-19,18604,486,698,714,36,42
197,2020-04-18,18118,610,690,678,38,42
198,2020-04-17,17508,833,671,640,39,41
199,2020-04-16,16675,765,636,601,58,40
200,2020-04-15,15910,851,608,543,35,37
201,2020-04-14,15059,662,573,508,47,37
202,2020-04-13,14397,676,579,461,42,34
203,2020-04-12,13721,435,558,419,37,31
204,2020-04-11,13286,477,581,382,30,29
205,2020-04-10,12809,583,597,352,30,27
206,2020-04-09,12226,573,626,322,35,27
207,2020-04-08,11653,605,633,287,40,25
208,2020-04-07,11048,701,635,247,25,22
209,2020-04-06,10347,535,627,222,17,21
210,2020-04-05,9812,590,638,205,23,20
211,2020-04-04,9222,591,607,182,21,19
212,2020-04-03,8631,789,578,161,26,17
213,2020-04-02,7842,619,519,135,22,14
214,2020-04-01,7223,617,484,113,19,12
215,2020-03-31,6606,645,458,94,16,10
216,2020-03-30,5961,617,407,78,11,8
217,2020-03-29,5344,370,360,67,15,8
218,2020-03-28,4974,392,343,52,8,6
219,2020-03-27,4582,373,315,44,9,5
220,2020-03-26,4209,374,297,35,4,4
221,2020-03-25,3835,438,274,31,7,4
222,2020-03-24,3397,284,238,24,3,3
223,2020-03-23,3113,289,227,21,7,3
224,2020-03-22,2824,252,218,14,4,2
225,2020-03-21,2572,192,206,10,3,1
226,2020-03-20,2380,249,199,7,3,1
227,2020-03-19,2131,217,185,4,4,1
228,2020-03-18,1914,186,176,0,0,0
229,2020-03-17,1728,207,168,0,0,0
230,2020-03-16,1521,220,152,0,0,0
231,2020-03-15,1301,169,133,0,0,0
232,2020-03-14,1132,144,116,0,0,0
233,2020-03-13,988,149,101,0,0,0
234,2020-03-12,839,157,86,0,0,0
235,2020-03-11,682,132,68,0,0,0
236,2020-03-10,550,96,52,0,0,0
237,2020-03-09,454,87,40,0,0,0
238,2020-03-08,367,46,31,0,0,0
239,2020-03-07,321,41,28,0,0,0
240,2020-03-06,280,43,NA,0,0,NA
241,2020-03-05,237,33,NA,0,0,NA
242,2020-03-04,204,19,NA,0,0,NA
243,2020-03-03,185,13,NA,0,0,NA
244,2020-03-02,172,19,NA,0,0,NA
245,2020-03-01,153,25,NA,0,0,NA
