X1,date_use,total_cases,new_case,avg_cases,total_deaths,new_deaths,avg_deaths
87,2020-08-14,213395,1413,1457,5146,34,37
88,2020-08-13,211982,1512,1523,5112,31,37
89,2020-08-12,210470,1625,1574,5081,32,37
90,2020-08-11,208845,1664,1630,5049,43,38
91,2020-08-10,207181,2044,1704,5006,43,38
92,2020-08-09,205137,650,1720,4963,40,38
93,2020-08-08,204487,1288,1732,4923,35,38
94,2020-08-07,203199,1878,1781,4888,33,40
95,2020-08-06,201321,1868,1817,4855,36,40
96,2020-08-05,199453,2015,1873,4819,34,41
97,2020-08-04,197438,2182,1920,4785,47,42
98,2020-08-03,195256,2159,1975,4738,41,40
99,2020-08-02,193097,734,2039,4697,39,40
100,2020-08-01,192363,1634,2047,4658,47,41
101,2020-07-31,190729,2125,2105,4611,38,40
102,2020-07-30,188604,2263,2160,4573,41,41
103,2020-07-29,186341,2340,2209,4532,39,40
104,2020-07-28,184001,2573,2304,4493,33,42
105,2020-07-27,181428,2603,2398,4460,42,43
106,2020-07-26,178825,793,2514,4418,44,43
107,2020-07-25,178032,2035,2553,4374,46,42
108,2020-07-24,175997,2512,2598,4328,39,40
109,2020-07-23,173485,2606,2708,4289,38,40
110,2020-07-22,170879,3003,2823,4251,49,41
111,2020-07-21,167876,3236,2828,4202,46,39
112,2020-07-20,164640,3415,2849,4156,41,39
113,2020-07-19,161225,1061,2870,4115,37,41
114,2020-07-18,160164,2356,2895,4078,32,40
115,2020-07-17,157808,3279,2911,4046,37,40
116,2020-07-16,154529,3408,2910,4009,43,41
117,2020-07-15,151121,3039,2901,3966,37,39
118,2020-07-14,148082,3385,2950,3929,48,39
119,2020-07-13,144697,3562,2961,3881,55,37
120,2020-07-12,141135,1239,2840,3826,29,34
121,2020-07-11,139896,2466,2832,3797,33,35
122,2020-07-10,137430,3269,2609,3764,40,35
123,2020-07-09,134161,3348,2358,3724,32,34
124,2020-07-08,130813,3382,2343,3692,35,35
125,2020-07-07,127431,3463,2349,3657,33,34
126,2020-07-06,123968,2715,2290,3624,35,35
127,2020-07-05,121253,1182,2323,3589,39,34
128,2020-07-04,120071,906,2312,3550,28,35
129,2020-07-03,119165,1507,2475,3522,33,34
130,2020-07-02,117658,3245,2667,3489,41,34
131,2020-07-01,114413,3428,2620,3448,30,31
132,2020-06-30,110985,3044,2510,3418,38,32
133,2020-06-29,107941,2952,2422,3380,32,30
134,2020-06-28,104989,1099,2316,3348,40,30
135,2020-06-27,103890,2050,2295,3308,24,28
136,2020-06-26,101840,2850,2216,3284,31,30
137,2020-06-25,98990,2920,2065,3253,25,31
138,2020-06-24,96070,2655,1909,3228,37,32
139,2020-06-23,93415,2430,1804,3191,21,32
140,2020-06-22,90985,2211,1722,3170,30,32
141,2020-06-21,88774,946,1693,3140,30,33
142,2020-06-20,87828,1497,1681,3110,39,33
143,2020-06-19,86331,1799,1647,3071,35,31
144,2020-06-18,84532,1827,1604,3036,29,30
145,2020-06-17,82705,1917,1544,3007,40,30
146,2020-06-16,80788,1858,1486,2967,24,28
147,2020-06-15,78930,2010,1413,2943,32,29
148,2020-06-14,76920,857,1349,2911,29,30
149,2020-06-13,76063,1259,1326,2882,28,31
150,2020-06-12,74804,1497,1301,2854,30,32
151,2020-06-11,73307,1412,1285,2824,24,33
152,2020-06-10,71895,1512,1304,2800,26,36
153,2020-06-09,70383,1341,1279,2774,36,39
154,2020-06-08,69042,1564,1287,2738,37,38
155,2020-06-07,67478,696,1236,2701,35,38
156,2020-06-06,66782,1083,1206,2666,35,37
157,2020-06-05,65699,1385,1183,2631,40,38
158,2020-06-04,64314,1544,1198,2591,45,37
159,2020-06-03,62770,1338,1158,2546,45,35
160,2020-06-02,61432,1402,1166,2501,30,35
161,2020-06-01,60030,1205,1206,2471,36,36
162,2020-05-31,58825,487,1169,2435,30,35
163,2020-05-30,58338,920,1172,2405,37,36
164,2020-05-29,57418,1490,1146,2368,33,36
165,2020-05-28,55928,1266,1073,2335,32,38
166,2020-05-27,54662,1389,1027,2303,47,37
167,2020-05-26,53273,1686,994,2256,40,34
168,2020-05-25,51587,943,890,2216,28,35
169,2020-05-24,50644,507,922,2188,38,38
170,2020-05-23,50137,744,928,2150,35,38
171,2020-05-22,49393,974,930,2115,43,40
172,2020-05-21,48419,949,965,2072,27,40
173,2020-05-20,47470,1156,1008,2045,29,41
174,2020-05-19,46314,959,979,2016,47,42
175,2020-05-18,45355,1164,998,1969,45,43
176,2020-05-17,44191,549,1001,1924,38,40
177,2020-05-16,43642,758,1007,1886,52,39
178,2020-05-15,42884,1221,999,1834,43,39
179,2020-05-14,41663,1250,968,1791,31,40
180,2020-05-13,40413,952,925,1760,41,43
181,2020-05-12,39461,1095,932,1719,48,44
182,2020-05-11,38366,1184,956,1671,28,43
183,2020-05-10,37182,589,920,1643,32,45
184,2020-05-09,36593,700,904,1611,49,47
185,2020-05-08,35893,1003,905,1562,50,47
186,2020-05-07,34890,953,894,1512,50,45
187,2020-05-06,33937,1003,889,1462,53,44
188,2020-05-05,32934,1260,887,1409,37,42
189,2020-05-04,31674,935,844,1372,43,45
190,2020-05-03,30739,474,865,1329,44,44
191,2020-05-02,30265,706,883,1285,49,43
192,2020-05-01,29559,927,910,1236,36,42
193,2020-04-30,28632,916,923,1200,45,43
194,2020-04-29,27716,994,931,1155,42,44
195,2020-04-28,26722,958,900,1113,53,45
196,2020-04-27,25764,1077,889,1060,37,43
197,2020-04-26,24687,600,869,1023,41,44
198,2020-04-25,24087,901,853,982,39,43
199,2020-04-24,23186,1014,811,943,44,43
200,2020-04-23,22172,975,785,899,51,43
201,2020-04-22,21197,777,755,848,47,44
202,2020-04-21,20420,877,766,801,40,42
203,2020-04-20,19543,938,735,761,47,43
204,2020-04-19,18605,486,698,714,36,42
205,2020-04-18,18119,610,690,678,38,42
206,2020-04-17,17509,833,671,640,39,41
207,2020-04-16,16676,765,635,601,58,40
208,2020-04-15,15911,851,608,543,35,37
209,2020-04-14,15060,663,573,508,47,37
210,2020-04-13,14397,675,578,461,42,34
211,2020-04-12,13722,434,558,419,37,31
212,2020-04-11,13288,476,581,382,30,29
213,2020-04-10,12812,581,597,352,30,27
214,2020-04-09,12231,574,627,322,35,27
215,2020-04-08,11657,607,633,287,40,25
216,2020-04-07,11050,700,635,247,25,22
217,2020-04-06,10350,536,627,222,17,21
218,2020-04-05,9814,591,638,205,23,20
219,2020-04-04,9223,591,607,182,21,19
220,2020-04-03,8632,789,578,161,26,17
221,2020-04-02,7843,618,519,135,22,14
222,2020-04-01,7225,617,484,113,19,12
223,2020-03-31,6608,644,458,94,16,10
224,2020-03-30,5964,618,407,78,11,8
225,2020-03-29,5346,370,360,67,15,8
226,2020-03-28,4976,392,343,52,8,6
227,2020-03-27,4584,373,315,44,9,5
228,2020-03-26,4211,373,297,35,4,4
229,2020-03-25,3838,438,275,31,7,4
230,2020-03-24,3400,284,239,24,3,3
231,2020-03-23,3116,291,228,21,7,3
232,2020-03-22,2825,252,218,14,4,2
233,2020-03-21,2573,192,206,10,3,1
234,2020-03-20,2381,249,199,7,3,1
235,2020-03-19,2132,217,185,4,4,1
236,2020-03-18,1915,186,176,0,0,0
237,2020-03-17,1729,207,168,0,0,0
238,2020-03-16,1522,220,152,0,0,0
239,2020-03-15,1302,169,133,0,0,0
240,2020-03-14,1133,144,116,0,0,0
241,2020-03-13,989,149,101,0,0,0
242,2020-03-12,840,157,86,0,0,0
243,2020-03-11,683,132,68,0,0,0
244,2020-03-10,551,96,52,0,0,0
245,2020-03-09,455,87,40,0,0,0
246,2020-03-08,368,46,31,0,0,0
247,2020-03-07,322,41,28,0,0,0
248,2020-03-06,281,43,NA,0,0,NA
249,2020-03-05,238,33,NA,0,0,NA
250,2020-03-04,205,19,NA,0,0,NA
251,2020-03-03,186,13,NA,0,0,NA
252,2020-03-02,173,19,NA,0,0,NA
253,2020-03-01,154,25,NA,0,0,NA
